temperature,vibration,pressure,load_factor,humidity,incident
72.48357076505616,3.6196114701228876,95.58923687407434,0.8294587891771326,50.130452491011496,0
69.30867849414408,3.508578801442079,94.61535062674038,0.5162457051297479,59.9338515379651,0
73.23844269050346,3.198191453507845,100.71074453611722,0.8117265242744269,54.63773121886105,0
77.61514928204012,3.498231337406549,104.19698684855733,0.5910332727847671,39.771263875443516,0
68.82923312638331,3.8435891378450604,99.1210816648077,0.8600256271153055,37.484744884383744,0
68.8293152152541,3.411686509714812,101.06926250702278,0.5383619837899549,49.25814494775866,0
77.89606407753696,3.7938373411611916,93.69557460616151,0.4866990086965969,28.68534313162589,0
73.83717364576455,2.914331855103867,95.75242883683481,0.782648382788369,49.42755670781359,0
67.65262807032524,3.0772744441980064,103.91439244159784,0.7699726658276462,39.42923032708279,0
72.71280021792982,2.9859756477082176,98.16026876154937,0.7441065384473393,61.24747151813153,0
67.68291153593769,3.1044080397453158,93.54782074542311,0.545915764018676,47.96525372707001,0
67.67135123214871,4.401026732694263,95.19530332872425,0.5235887241406731,43.25407176158294,0
71.20981135783018,4.008227155177252,101.2229077418273,0.9474645924810479,47.26978452022706,0
60.43359877671101,6.54253940165863,101.75736206194489,0.7195958381981478,41.40281107418502,1
61.375410837434835,3.8062488074859187,89.94721315028136,0.6439219828038967,49.95303553292424,0
67.18856235379513,3.226592381146001,97.17554765028122,0.8916765883938511,36.16340061383007,0
64.93584439832789,3.022330790169904,94.95294294468013,0.43046910318017406,55.74071231121078,0
71.57123666297637,2.4599823739942455,94.60678491137774,0.8055971650212987,41.37511376256592,0
65.45987962239394,4.180343085674171,102.98184770258429,0.4884516696177563,53.31604506308955,0
62.93848149332354,2.5452957952330033,65.97248409082648,0.535679762460029,52.6472072378167,1
77.32824384460777,3.463625775393088,91.54653738034926,0.7836784185012471,46.51646367736067,0
68.87111849756732,2.837582127992592,90.11005217378892,0.567814068051854,51.91492500534525,0
70.33764102343962,4.043090762948947,93.95271841276613,0.8668186334903148,40.55936362512077,0
62.87625906893272,3.265953721580235,90.58852238733107,0.7111475519679427,51.43850364110449,0
67.27808637737408,3.4058761411357588,89.81130942476568,0.5937881924512276,28.973981462420447,0
70.55461294854933,3.429486015948977,89.66017924599743,0.9187794054071543,34.447444326980715,0
64.24503211288848,3.7117992344550483,90.0167437753592,0.7773013019197602,43.198414977844244,0
71.87849009172837,3.5091033347883167,90.43500566589596,0.6527574548463924,26.07612248955312,0
66.99680655040598,3.4697087677272185,97.39431632995125,0.6720508011978381,45.87731878665485,0
68.54153125103362,3.1371186173216556,83.24010486435718,0.5611433971769437,66.20689375090919,0
66.99146693885301,2.397689438660535,90.78948051209886,0.4650852192069354,37.88268110979674,0
79.26139092254469,2.717014328320701,94.3992205558506,0.5815494990196087,45.446544857606064,0
69.93251387631032,4.002935817076452,101.89174772106884,0.5585869606840486,35.412764075694014,0
64.71144535522049,3.2859263756715915,93.5244377655405,0.6014196777856928,55.79866392970173,0
74.11272456051594,3.035193155594264,94.08005979270396,0.6815003640152126,42.77089041184795,0
63.89578175014489,2.5159902989073686,94.47231977613129,0.43782045373220807,44.86439084891987,0
71.04431797502377,2.2962470019367536,84.05787407733365,0.4635995196235956,42.886602832293846,0
60.201649380601125,3.007755183910261,98.9545586055496,0.8376600259555912,42.41214503833715,0
63.359069755507846,4.12163699783168,98.70452942126825,0.5100390959946239,32.70084052398492,0
70.98430617934562,3.110050864464377,99.88697695572004,0.6033829000586569,46.80226971967757,0
73.69233289997705,3.780339867669013,110.03508831816974,0.7821681729090002,42.4033225658675,0
70.85684140594985,3.0778581194214296,87.20887038207674,0.9861667171243568,30.12446824554296,0
69.4217585880588,3.947206687220194,86.07184001236595,0.47979465490398643,26.61226626877709,0
68.49448152205356,3.253774438733932,99.23520388759393,0.8544212550116934,43.32615955496459,0
62.60739004816286,2.6376810281146525,92.97506539288585,0.6947679176388604,41.97457782671063,0
66.40077895802645,3.3117328524703895,89.08623047877836,0.45625885412306444,31.820775388962467,0
67.69680614520107,4.783800292796285,93.30462519307419,0.5013901991792621,53.27580803110986,0
75.28561113109458,4.752919020885598,91.28993824944968,0.8165496212239058,39.782472851151695,0
71.71809144784231,3.840573311945555,105.348662406783,0.9276762059071894,50.573661217127444,0
61.18479922318633,3.4040588292104084,108.57087382413981,0.4072741375608829,36.60229909350929,0
71.62041984697397,3.7127312614665584,85.1866322519392,0.5337011755224794,41.23938508684804,0
68.07458859791842,3.721796637113303,86.14070712040018,0.6147786317072859,38.9374455814682,0
66.6153899984702,3.472079273343029,90.44379197220856,0.9932791303307712,41.17031665965756,0
73.05838144420434,3.808660813945832,90.86283174992593,0.7913182302856556,47.23517344798924,0
75.15499761247976,3.6457588035074946,90.34843731980949,0.6164925585053987,42.26219124092344,0
74.65640059558099,3.2788193302449806,93.83459492273892,0.521010826071926,51.24942730086897,0
65.80391238388681,2.66332024043145,92.31899119566836,0.5360648211386503,33.40179086737861,0
68.45393812074393,3.177958530445884,86.8783244426281,0.4296896280052187,37.748268326443245,0
71.65631715701782,4.059663194351518,88.83915055481611,0.996796836026432,48.38796396789655,0
74.8777256356118,3.4779764428532447,104.27803299325738,0.9893417992195155,53.99325645963926,0
67.60412881077355,3.7102008241112534,92.8553105195919,0.40671245772624354,45.867352371442536,0
69.07170511668092,3.301889130606911,92.54821465024406,0.5624796954830779,52.44398598090738,0
64.46832512996986,2.7582817464925626,85.87737712503517,0.4122676076317632,36.08646365554215,0
64.01896687959665,3.332959199589724,92.220699636175,0.58104349412715,40.13799087093649,0
